order_code,customer_code,customer_name,email,country,product_code,product_name,category,quantity,unit_price,order_date
ORD-e257c835-5ec1-4855-9da6-8f1ab194d03a,CUST-cbb1cf26-f28f-4c96-96cd-71467f35945e,Jennifer Armstrong,ramirezashley@example.com,Guinea-Bissau,PROD-e124fc0e-f5c1-4e89-9c55-427dc1beec02,Place,Electronics,2,317.33,2026-02-03
ORD-afb28bbf-198c-4672-ba84-cc62c992721b,CUST-a7cdac9a-58a8-4360-9429-2557aef71d87,Paul Robinson,dustinnolan@example.com,Panama,PROD-676b578e-5247-4c04-bd5a-71d5b81361f8,Market,Electronics,3,385.43,2026-02-12
ORD-b8be0a84-d02b-49c4-8ac4-c680e294be9b,CUST-c5510260-e68d-4f39-a1ab-6ece0a841126,Ana Tate,bethany86@example.com,Comoros,PROD-6d1e2dab-219a-485a-8f94-7f82152549fa,Ground,Electronics,3,405.52,2026-01-25
ORD-3bf6cd1f-cc30-4092-874f-b1a70cc3a34b,CUST-9e1973ba-f2bc-4bc3-b1f4-baa23d9938d8,Joseph Holder,jsims@example.net,Turkey,PROD-c95a6fae-a163-4188-8797-47f5328347da,Environment,Sports,4,278.44,2026-02-11
ORD-35f14ee5-0c3e-4fea-9fea-2f741a9bc1a7,CUST-41dcb26b-b475-49d9-a4a3-d0fee26f8303,Albert Stanley,sabrinakirby@example.net,Norway,PROD-a5467eec-7d46-4b7c-a45f-e2f16152309c,Such,Electronics,2,193.12,2026-01-26
ORD-0f41972c-9cf6-48a5-8a27-a23ecd3ab266,CUST-3b142c17-8946-4a08-8a94-086d909b2ddc,Alexandra Mason,elizabethwhite@example.org,Cambodia,PROD-ff320fc7-35c0-4acf-8cc6-d22267367fce,Industry,Electronics,1,440.72,2026-02-10
ORD-77765d17-9624-49c4-9cc6-23f1aedeedc6,CUST-fe8a95ab-d9b4-4bc5-81cc-083a69dbaa5f,Tracy Ballard,rschneider@example.net,Cambodia,PROD-7de56fa8-6595-4306-a005-4227b14b6be2,Unit,Electronics,4,464.22,2026-01-29
ORD-03fc0fe9-3ab3-4a55-a7e4-fb7b4ad4fb84,CUST-1376ee3d-0de1-4fb1-83c0-0443782a4787,Jessica Ellis,juan11@example.net,Benin,PROD-008741e3-015e-4608-a1f1-fdca0d6f2c63,Plant,Electronics,5,216.48,2026-02-19
ORD-f7c0d3c3-cba7-4149-89fb-d36ffa842437,CUST-6b8b9bfe-9805-492f-b666-cc34bfbc4f35,Jeremiah Anderson,faulknerjessica@example.com,Togo,PROD-79c64845-95db-4d9d-9936-0890656dc204,Article,Clothing,1,315.7,2026-01-24
ORD-c932ca30-e95e-4710-8f0e-bde36a1df677,CUST-69a6ab97-b6a8-4252-bea4-870d819649e7,Sara Johnson,stephanie15@example.net,Korea,PROD-782d910d-59b9-4813-96b2-7548eaf5386f,Go,Home,2,97.71,2026-02-02
ORD-35489508-d648-4fbd-998c-174952aa6a92,CUST-f11ea2b3-441c-4b56-a074-cf6293d0a80c,Marvin Bailey,melissa25@example.org,Saudi Arabia,PROD-e03f0ad8-5722-440c-a003-9ec2f447a1a4,Population,Home,2,279.0,2026-02-08
ORD-ea8d7882-7fd0-4e95-a40c-18289997c3f9,CUST-a4f34262-61f9-48a0-ab43-2f70d48fe4ad,Justin Smith,ericajohnson@example.com,Samoa,PROD-0ac016cc-0963-466d-8dc0-5af5b4023b8f,Shoulder,Home,4,268.37,2026-02-07
ORD-d163363d-b2ff-4056-85db-f524b9d8a990,CUST-af5829dc-f711-4046-876b-531ab48827c6,Michael Flores,wagnerlatoya@example.net,Australia,PROD-e6297955-df76-4096-b150-64f9c68b2dca,Expert,Books,4,35.8,2026-02-06
ORD-472220f1-523d-43c6-a47b-7a970357ff12,CUST-b431087e-01f7-4f13-b9d3-9bd7cbcc2322,Stacie Torres,garykramer@example.com,Madagascar,PROD-6de57e26-37b3-4b2c-aed4-2378f7afe27e,Base,Home,2,13.44,2026-01-27
ORD-cbbf0709-1158-4d09-8d38-029c132d9519,CUST-bc4f1ada-8374-475b-9d36-d839f49fb485,Kimberly Mendoza,gailperry@example.org,Holy See (Vatican City State),PROD-552408a2-847b-46c3-9961-929c2660efe8,Event,Sports,1,90.38,2026-02-20
ORD-f0aabe5a-bff7-46e6-97b8-0053023f41a3,CUST-142cda60-6116-4161-922a-60d69ac68e11,Brian Thornton,fordjohn@example.org,Djibouti,PROD-625b553a-d74b-4c9b-a945-d24f48bb68cc,Allow,Home,2,11.26,2026-02-15
ORD-36c7a2a3-b609-45b2-9ecf-011c83c96352,CUST-c037ef5b-15dc-4701-9d81-8d97de0d819a,Megan Henry,alee@example.net,Algeria,PROD-530709fa-3ef3-4902-8ca9-d81de0c02186,Treat,Books,4,174.63,2026-01-30
ORD-e586acbb-2dad-4d82-b99b-29faaa7922c3,CUST-a1d61354-f87e-4147-85a2-a1db84bc0dfc,Bryan Sanchez,spearsbethany@example.com,Syrian Arab Republic,PROD-cfc7d795-f08f-4f28-b3ba-f3c8e656b7d1,Rock,Home,2,46.36,2026-02-17
ORD-fe781aca-3f52-411a-adc9-1aa5f9125da3,CUST-5da76893-5a47-4d6b-8b1b-d64e0f5b8d37,Mark Mooney,wmiller@example.net,New Caledonia,PROD-66ed470f-35b8-4420-91f3-95ae4443069e,Time,Home,4,386.57,2026-02-07
ORD-b677c94f-115b-44e7-b569-9a13ce6270c6,CUST-ceb74367-deaf-40cf-8e21-b65fe6574614,Andrew Hubbard,droberts@example.org,Bangladesh,PROD-1c84b414-fd0c-4b42-92e2-4bd2bf031851,Remember,Books,2,206.35,2026-01-31
ORD-11603377-54b3-45f5-bbb7-58fbb9af38b9,CUST-2d9acc3e-9bfd-4289-9c41-561da3a7ae82,Carolyn Carey,patricia42@example.net,Taiwan,PROD-9b7781e7-2623-485c-8815-f0088596a5b6,Ball,Electronics,1,220.84,2026-02-21
ORD-1bc9a983-e6e6-4e26-9a08-83772edf2a82,CUST-3c2536a8-da28-4fdf-98a1-68a66c08e3c8,Maureen Sparks,phillip05@example.org,Tanzania,PROD-f00b0e62-8ac1-4058-aa93-ddc2db0a6d71,Sound,Clothing,1,393.4,2026-01-24
ORD-8c81911d-d1eb-4110-9fc9-45e83cc3876a,CUST-f0b01f83-4fd3-4867-b063-a54ce440e0d6,Mary Olson,steve35@example.com,Fiji,PROD-770865bd-4ca4-42ae-86b9-bfece4359be8,Go,Home,3,85.06,2026-02-18
ORD-05bd1e5a-2cb0-4d72-8ce8-a12b65fa716b,CUST-86b48a24-43e6-4f8b-b607-ddb8ff3b50e7,Jennifer Williams,markgarcia@example.net,Costa Rica,PROD-2365c8cf-b64a-4e05-8ffc-2e05987ac9d9,Out,Electronics,1,274.63,2026-01-28
ORD-a58d7bfa-9ebc-463a-b2ee-6a933065ecdc,CUST-1d3ca94a-0b73-43d5-8e48-9b29f35ca728,Anne Orozco,tammyfritz@example.org,Bolivia,PROD-00a80047-283f-4757-99be-4dae26c5100d,Send,Home,5,326.07,2026-02-17
ORD-c5b6654e-2e9b-4142-af75-48ef06103c13,CUST-9b13750e-4c08-4f0f-8340-dc7fed0a17e1,Jennifer Young,astrickland@example.com,Fiji,PROD-0c97b177-3cb9-4590-877f-028696cc85fd,Adult,Sports,5,329.65,2026-02-14
ORD-1a45a137-4b75-414b-aa96-2eb034d5f0a5,CUST-bdd2197f-509e-41e7-924a-c159b9358da2,Harry Reynolds,robertfaulkner@example.org,Mexico,PROD-462661ac-f1c5-4126-9710-128fa198a442,Draw,Books,4,57.32,2026-02-04
ORD-1a91d647-0581-4cde-80fc-76c1df02c800,CUST-6cb6f091-b1db-4440-b0e9-161a9eb5446f,Daniel Aguirre,mckaytheresa@example.net,Namibia,PROD-0f74aab8-e459-4e01-b7b6-cd0280a332da,Medical,Clothing,5,411.66,2026-02-21
ORD-8e1604c9-122a-4da4-a0b8-839a986382f7,CUST-64f178d2-e637-4239-a9da-5f7312265cc2,Patricia Mills,freemanaaron@example.com,Mexico,PROD-6f3d5ed6-621b-4c8e-8cf5-1367dc514a98,Well,Books,3,63.17,2026-02-22
ORD-5029ca99-a5f9-49fb-b28b-022bff9992a3,CUST-b765be82-b4a7-4f12-9330-1555fcd6344f,Maria Maldonado,hserrano@example.net,Armenia,PROD-b5d430e3-edd3-4312-b77d-06033f4b098a,Run,Books,3,94.68,2026-02-06
ORD-e978e8c9-debc-4abe-8d4c-8fc1ea519ec3,CUST-32069cc8-2fc9-40dd-b58e-c0c1e66bcdf1,Mrs. Yvette Arnold MD,fmills@example.org,Lithuania,PROD-528d6554-fe13-48b9-9f95-5dcce988becb,Must,Clothing,4,45.81,2026-02-16
ORD-360d24bb-6b2f-4847-94ed-9856d91080c1,CUST-e6335264-ae53-4ce0-8bca-0ccd5068f289,Brittany Greene,madison48@example.com,Paraguay,PROD-f2808738-2f07-4441-921e-02af166f0c1d,Prove,Electronics,2,127.27,2026-01-24
ORD-bd4ca054-1bf8-4f21-a9ce-4ee0628ae5da,CUST-ee7ccf36-0c22-4900-b6e6-bfdfec76d52d,Stephanie Parks,gary14@example.com,Poland,PROD-8285fce6-c2e9-4070-8090-cfca1a45daab,Send,Books,1,375.19,2026-01-30
ORD-6ffa3b58-6aff-42bb-b344-06da3912997d,CUST-fca71da7-1f27-4c3f-8abc-cd502de1ee1c,Jennifer Small,vasquezkatherine@example.net,Guinea-Bissau,PROD-5ffc6460-7b81-4117-b1d2-438f54052c80,Public,Electronics,1,97.38,2026-02-12
ORD-d7ad98ca-ab05-401a-8674-1e0154d3d5ca,CUST-9c14eaa8-3064-4bae-8646-0b0000e6de54,Sergio Hickman,pattersonrachel@example.net,Iceland,PROD-748427cb-76d3-4500-b83b-0096b06a2787,Go,Books,2,473.01,2026-02-04
ORD-7e2e495f-49c1-41ee-afc9-e4196b28bb47,CUST-49f0c266-4df2-48ae-8fb2-8e7537b224a9,Gina Neal,john92@example.org,British Virgin Islands,PROD-a05a9d25-586f-4187-a468-e2afc4c89319,Loss,Electronics,5,79.17,2026-02-17
ORD-4a051847-1a78-422e-b361-240592ba3560,CUST-a871dff2-82d1-43ee-9307-0b06da7e700d,Loretta Cook,danagolden@example.com,United Kingdom,PROD-6c660196-7d30-4463-b72a-d04e0dc77183,Could,Books,2,219.57,2026-01-30
ORD-9dc02637-c61f-43f9-ba77-ce85bdba4b8c,CUST-255873e7-31d2-441e-99ad-77f39bf5272d,Mr. Christian Holland,laceytran@example.com,Heard Island and McDonald Islands,PROD-01d471ef-2e82-4427-91a7-139fbd8c64f1,Produce,Electronics,1,53.3,2026-02-06
ORD-7a14cbab-7f74-469b-8d17-a993d4711f9e,CUST-c0894eb4-1a26-4fde-bd84-0b68c8d57c00,Anita Lopez,gillespiegary@example.com,Mali,PROD-b1a8d808-5921-401e-9ad3-950bdd39032f,Action,Sports,1,89.18,2026-02-21
ORD-4d83f781-4197-4c07-96f4-6df1e33699ae,CUST-92cd5782-5fbf-41c4-9ef3-8a5f158f0aac,Samuel Boyd,megan50@example.com,Rwanda,PROD-307083e1-6f3b-46ff-a212-fddb8ca6edc8,Fine,Home,2,425.88,2026-02-12
ORD-f004a09b-ea95-415d-ac23-a7158e5eb1ab,CUST-7cb4ead8-9595-4042-bc6e-73c5d4b1f738,Kimberly Craig,burnsjames@example.com,New Zealand,PROD-bfda6d50-8679-4910-851f-0790f404dcab,All,Electronics,1,184.28,2026-01-25
ORD-c6415cbf-6509-4ee1-b492-9c8836c0ccdd,CUST-6f0ca9d7-b3a2-43c7-bedd-da3cb1e57da9,Sheila Cox,amandablack@example.net,Paraguay,PROD-1899f122-593b-4a7f-ac06-7e2330da87a7,Any,Home,5,171.02,2026-02-21
ORD-04e1ac92-71f2-4968-8235-05da44899077,CUST-f9a191bb-202c-4316-a7c0-28d06532abe5,Thomas Perez,kennethking@example.net,Netherlands,PROD-768f0634-e965-476d-968f-26bd3aa0b45c,Laugh,Home,2,290.05,2026-02-01
ORD-72c8d4e3-c3da-4ca1-9d9f-41293b447e6f,CUST-a1811b3e-45f4-44dd-be6b-17ffbcf857e6,Brandon Bates,veronicapayne@example.com,Suriname,PROD-def4ab53-4e10-4acc-8b31-d21858c631f0,Church,Sports,3,215.28,2026-02-18
ORD-49e48b94-46fa-4104-bf49-2a2812b605ce,CUST-acbd1b94-ee51-4dc2-8e82-f9cb33119808,Tara Rodriguez,phillipsmeredith@example.org,French Guiana,PROD-acdc91f7-1031-4c38-bdcb-26560a5bc1e0,Commercial,Sports,5,356.59,2026-02-20
ORD-385faef6-2993-4e28-87a5-1a99f433ff20,CUST-5ceac93e-fb09-4d5f-8d3a-2f9f863facdf,Bridget Chandler,nguyenhaley@example.com,Gibraltar,PROD-57638724-5769-48dc-add5-dac87e4cd7f2,Military,Clothing,5,320.87,2026-01-31
ORD-a98c6b3b-2ffd-453a-8bb8-9a2c026a6d2b,CUST-513f5883-e66f-4d10-a7c5-371837e1b670,Eugene Black,stephenkhan@example.net,Jersey,PROD-5e176401-d5a2-4179-9e6a-3a754f7ba7e4,Control,Clothing,5,286.54,2026-02-18
ORD-7df0626d-4ed6-4d7b-b150-467493c316b4,CUST-3db877e7-9c78-4468-946f-32a19b708908,Jason Stanley,preynolds@example.com,Jersey,PROD-5105ce69-7b49-4f25-bf81-6a6a1cc94da2,Me,Books,4,304.16,2026-01-28
ORD-08177a3a-170e-4e1f-95bf-f8c3e89c1abf,CUST-d4d3004c-5ad7-4218-8ce6-42922aec52ed,Michael Johnson,erocha@example.com,Montserrat,PROD-31589cad-5f7c-4c2e-b6b9-686b34d08e99,Including,Books,3,475.71,2026-01-31
ORD-e0819f73-fec3-413d-9128-4141ffd7b948,CUST-f9a34ef3-e140-4da8-8759-8c481d9ed39b,Lauren West,zwright@example.org,Bahamas,PROD-54e0fe19-6d67-4337-884e-d7a48158c905,Middle,Books,5,353.78,2026-02-21
ORD-35ee92d0-5e73-41cf-978f-3a5c5762cfa2,CUST-73ebb2b6-2363-47d4-b4ab-78600b7e1752,Kaitlyn Vargas,tinamontes@example.net,Mongolia,PROD-6cc33375-33bb-4ea4-8677-aecaea888dab,Involve,Sports,2,129.32,2026-02-04
ORD-65f758a7-719a-46b0-a626-b77c83ad899a,CUST-37660d02-9a3a-49fd-ae91-45da0582b53c,Joel Huang,jessicataylor@example.com,Samoa,PROD-de398051-5466-4dbb-a08c-aa9f4a918080,Report,Clothing,3,219.88,2026-02-03
ORD-e263fb0e-3a7f-45dd-9594-8b437a771055,CUST-f402bf48-a0c8-4cf2-93d2-8d5045443afa,Taylor Skinner,cforbes@example.com,Guatemala,PROD-9b87ccec-66d9-4d83-a580-ff712d3f6fab,Floor,Sports,3,448.02,2026-02-08
ORD-18024b0f-0dd8-41c5-ba9b-6084af6daa8d,CUST-561c6bf8-73e1-4c6b-9f0a-b2ac5112726c,Charles Rangel,josephallen@example.org,Guernsey,PROD-4da0eacb-0758-4844-914e-ff84254380a4,Special,Clothing,1,32.64,2026-02-23
ORD-d6376147-8ecc-45ce-99cb-fd0741f64dfa,CUST-781bbfeb-93e6-4288-86eb-a781fc72f62e,Carla Clark DDS,michaelcarter@example.com,Ethiopia,PROD-2f5e0a7b-737a-4fdd-b5ad-ff3a374633c1,Official,Electronics,4,299.95,2026-02-19
ORD-6c75ebc5-bb7e-4f9f-b1ac-2776e000c176,CUST-635595c8-f1e3-47d1-9152-d6bf56141f6b,Laura Kelly,wparsons@example.org,Timor-Leste,PROD-29f5f303-7cde-4467-a977-7d7bf9f9e54d,Improve,Home,3,377.37,2026-02-23
ORD-ff0b5a3a-ea55-46d4-ab86-a5a439270650,CUST-0780883e-1021-46fa-9f92-77d4fbb2ed0d,Christina Parker,andersonlauren@example.com,Reunion,PROD-96ff1191-0add-4a6f-915f-d33a0ea83181,Sure,Books,3,30.5,2026-02-15
ORD-09cad207-41e7-434e-888e-05062604fbed,CUST-6c7f2fef-3e10-4f7a-bdbe-9dc12cc8ded2,Kayla Smith,brownkristin@example.com,Egypt,PROD-52dc2177-549d-43bc-ad53-a3aee926bbe0,Special,Electronics,2,201.38,2026-02-01
ORD-f75d077a-3184-42e6-99fe-bf99508a983c,CUST-193fafbd-98f9-4ea3-98a4-290c2c76a8b2,Ann Pearson,jennifer61@example.net,Congo,PROD-5b3956ee-fc0d-4653-a4c3-235b7fe07eef,Visit,Electronics,1,251.36,2026-02-08
ORD-14561076-3b2e-46d0-83de-3fa19eb357d3,CUST-f761d359-5438-4439-96aa-2922f2011095,Robert Shaw,ipierce@example.org,Israel,PROD-7248e312-7dbf-4c57-9bca-eafa80e2adde,Laugh,Books,5,123.15,2026-02-14
ORD-04d74eb4-299a-49ef-938b-eb089fd66a90,CUST-ccf8a3c3-9ae5-4962-ae4a-b39ab225a99d,Thomas Bautista,jill08@example.net,Mozambique,PROD-c7565625-9e33-4069-9721-9476e4610a2c,Whole,Books,3,243.66,2026-01-28
ORD-0852c1c3-0f03-4909-ae8b-b02d613d4e17,CUST-73d72730-2321-47b6-8a19-38b092746852,Kristina Clay DDS,xwalsh@example.net,Kenya,PROD-48155bae-a2ba-4313-9b41-2a76d3a8d2df,Color,Books,5,127.55,2026-02-11
ORD-96e03867-9ac5-4514-a31b-ea51703c729c,CUST-1bd51a5c-f290-48b9-8e2c-60c0071ac3ef,Patrick Rogers,jesuschambers@example.org,Hong Kong,PROD-e61cace7-b3c4-4235-9d07-969cdb0ce9bc,Stay,Clothing,1,363.7,2026-02-23
ORD-1074e240-bfc8-4d5f-944c-9de22199256c,CUST-3aefcdc1-228a-4ac7-817e-bc1a82a01d6c,Steven Sellers,joshuaconner@example.com,Antigua and Barbuda,PROD-6019bd6b-bee6-4317-9a78-7105e9b26268,Position,Electronics,5,257.87,2026-02-03
ORD-2cd91bf6-9dda-4a39-8758-55bac41380c2,CUST-cb7eeda5-9d4e-414a-aa55-cfc180cc29a2,Andrew Lawson,yolandayoder@example.net,Bangladesh,PROD-aa01f964-da8e-4bc0-942a-800c5c20cf45,Be,Electronics,4,37.0,2026-02-09
ORD-9813f866-4c0a-4563-b549-93b5533b8fb6,CUST-a4e7b2e3-127c-40da-a572-2f23c91493e6,Madison Rodriguez,jillwalker@example.com,Netherlands,PROD-9949dde0-6774-46e5-9737-73722cc56e6f,Several,Electronics,5,442.34,2026-02-06
ORD-07ae8787-1d9d-4a70-812c-638ac8b7e54e,CUST-709a2120-df41-41dd-8da5-4784d5fdba31,Paige Jones,foleyveronica@example.com,British Virgin Islands,PROD-db22b527-8cfc-4eed-8425-741da0b6379a,Computer,Books,2,475.92,2026-02-03
