order_code,customer_code,customer_name,email,country,product_code,product_name,category,quantity,unit_price,order_date
ORD-a1d6e052-ea1e-4e5c-aaee-e5b676546ef9,CUST-1fe0e275-5bbf-498c-a78e-ee11e3842339,Andrea Black MD,karlrogers@example.com,Tokelau,PROD-5b804ccc-fc08-4dab-a554-52ef1fc44ac4,Anyone,Sports,3,186.96,2026-02-14
ORD-9cfaeffc-1701-4801-963e-e37cb79fceed,CUST-72f6aa35-bc97-4e3d-b6e4-f5e36e9ba689,Kayla Moore,billydodson@example.org,Seychelles,PROD-fb288ab6-e32f-4de5-b051-d8eaecda54c7,Require,Home,4,189.47,2026-01-24
ORD-f814cce0-1f38-4af2-9629-47274455eb69,CUST-b7ae2e94-fb95-41bb-bfeb-1d05208d8f23,Steven Lewis,hallsharon@example.com,Turks and Caicos Islands,PROD-25958907-4705-4589-814a-da6bd8585070,Story,Electronics,5,420.44,2026-01-24
ORD-4c1ad03a-7687-475d-8d5f-4450241cd165,CUST-7569f897-8cd4-486b-b544-19208a5ae083,Danielle Mathews,johnsoncharles@example.org,Holy See (Vatican City State),PROD-39fb223a-4c7d-4c64-aaf7-0595037c9701,Become,Home,5,149.31,2026-02-11
ORD-7d074ad0-9fdc-4c61-95ff-11762f64df65,CUST-77c45bf8-c07a-4f79-93a2-5ad180b53973,Richard James,brookssteven@example.org,Netherlands Antilles,PROD-8bf880c5-c2fd-4fc4-9cbf-acb25270744a,Movement,Sports,1,141.91,2026-02-16
ORD-d99c367c-c185-4e65-96f4-0bdc4600e079,CUST-54544f38-bfc7-4320-bf17-3b1755081122,Lisa Savage,carlpatel@example.net,Barbados,PROD-b226fe2a-71e6-438c-8d52-dafb03b14a55,Try,Sports,3,268.4,2026-02-12
ORD-e5319505-abac-4373-bd84-60775ff4497f,CUST-e283cc1c-7219-4d09-acb0-0d3e82a6ff21,Gloria Prince,carla63@example.net,Saint Vincent and the Grenadines,PROD-92709714-79b1-48c7-87fd-d297ce829d6e,Remain,Books,4,414.92,2026-02-10
ORD-1fbc0f9c-5682-4148-9998-65342341395f,CUST-473fbf50-0ddb-4b29-9613-7caf6c3d63ab,Richard Schmitt DDS,castromargaret@example.org,Macao,PROD-ea467a5d-fe3d-4196-935d-66e2bd86e818,Reality,Home,1,51.88,2026-01-24
ORD-4a725313-f3d2-4269-a645-e8ab23e45f42,CUST-cb7ce789-215f-4643-bad2-d1ff123617a5,Jessica Zavala,benjamin46@example.org,Algeria,PROD-3c74c10c-4552-4c43-a552-22ca17a9a30f,Notice,Books,1,127.39,2026-02-05
ORD-15b7438c-df0c-4b12-867a-c3592604bf5b,CUST-b93f382f-8c62-4ab3-8302-5a9a415e9969,Hannah Mitchell,bmoran@example.net,Ireland,PROD-07875342-52fd-4f52-8bef-6a4585379bed,Voice,Electronics,4,35.88,2026-02-13
ORD-94018806-7a69-431a-886f-923317072472,CUST-d49f7c6c-a05c-4d07-a8c3-5010ad213711,Shannon Hall,lisa05@example.org,Ecuador,PROD-afffecf0-f890-405e-a5a3-dc9f140879a5,Stand,Clothing,2,121.45,2026-02-06
ORD-071aa42f-a544-4718-9c88-88c836161f2e,CUST-85447313-04a9-4361-b262-7e95ae345e04,Sarah Hull,lindamartinez@example.org,Canada,PROD-73ff9b74-817b-41e8-a2b4-834652f1da46,Contain,Clothing,3,154.91,2026-02-07
ORD-df36a17f-4838-4014-94c1-602a9ab41075,CUST-a6c796ef-d03a-4b18-8b6f-2bf78fbc9d9d,Mrs. Angela Owens,jeansweeney@example.net,Comoros,PROD-d7eb5b1e-874a-46ae-95d2-88a6771c2df1,Company,Clothing,4,100.78,2026-02-21
ORD-ead59e34-8fca-44b6-827a-b1847bddb316,CUST-88549a1d-8c54-46bb-9dde-293521dd35c3,Mr. Richard Li,elijahtucker@example.com,Korea,PROD-35187ea5-33f2-4afc-95fa-15b68c3109b1,Pull,Electronics,2,36.22,2026-02-15
ORD-06fa092a-49f0-42b8-83d5-7f6849f61a78,CUST-36589a89-2e12-4240-af58-645097d3eef0,Taylor Reese,zthomas@example.org,South Africa,PROD-f37e3c23-c156-4efd-aed8-c3d9eaad91ec,Weight,Books,3,77.79,2026-02-03
ORD-56182269-3184-4b7a-90d2-4dc34512c76e,CUST-3ca21498-d518-4e82-91f3-19f3bd3e5d7d,Belinda Underwood,matthew55@example.com,Lao People's Democratic Republic,PROD-cecf8823-bc4f-4578-9132-9abb7a744972,Explain,Electronics,3,122.08,2026-01-29
ORD-0d88d0ef-d5de-482b-b5d3-82d355ae9eb3,CUST-e68be30f-9b96-4c89-aab2-cefa31c65854,Megan Becker,jennifermorgan@example.net,Guatemala,PROD-0b52bf61-9409-4d4e-a1ad-36b647b7a95d,Police,Sports,2,174.69,2026-01-27
ORD-fc08e354-23f2-4eee-bf52-18bb0c0d9f79,CUST-b44683c0-2fc5-4657-b7fc-253600bd37b3,Annette Proctor,joseph91@example.org,Romania,PROD-de6b890c-bed8-42ee-b0f3-18363df9d562,Catch,Home,1,117.18,2026-02-17
ORD-01d3d8a6-a0a1-42f0-98ed-fa014a972202,CUST-91d9e273-9d09-4b14-a815-3171a98d08c1,David Deleon,peggy08@example.com,Samoa,PROD-da0a221b-46a6-49a9-9937-6e0e7724af1a,Building,Electronics,1,427.68,2026-02-15
ORD-b437e629-6684-4c62-8002-c0a7a533e190,CUST-0a6bdee6-46f6-4098-aa49-69327464ae94,Heather Maynard,michaeltaylor@example.org,Kazakhstan,PROD-14fa4436-c071-4a02-8c23-e9d5bd05e9b0,Better,Home,3,50.17,2026-02-01
ORD-0a361875-df1d-494c-ab5a-f38d8c5891d0,CUST-163115a2-c67b-4fc1-a3b0-56fb13d92891,Amber West,cynthia38@example.com,Niue,PROD-4e0da239-072c-426c-876a-2bc7b12c98aa,Easy,Home,3,462.6,2026-02-05
ORD-b6e7371f-a077-4abd-9cf3-5786bafdd4b1,CUST-7a7f6f11-198b-4c12-baaf-b31ba3e2868c,Laura Williams,janet44@example.net,Turks and Caicos Islands,PROD-bf0e502f-bd65-470b-bfca-1be292a32f05,Energy,Electronics,4,62.71,2026-02-18
ORD-9bcd4d71-b2ae-4e7a-8188-eea83e6819ab,CUST-27e7f48c-aed0-4cb9-8184-c725d468c7c2,Stephanie Schroeder,philipholmes@example.org,Panama,PROD-48138dd2-cb9a-48a4-b6c2-dc9fc0c6cb40,Another,Books,3,211.75,2026-01-24
ORD-ae1daefc-b516-4bc2-baa5-bf209856a741,CUST-75d78820-6154-434b-8433-d0dec66fcdc4,Brooke Hernandez,matthewstone@example.org,Guinea-Bissau,PROD-9b69910b-590a-4ef0-b9fb-5762f05a38a9,Campaign,Home,3,139.69,2026-01-30
ORD-5f21d5e6-f299-4987-b3d4-c757a743ad6c,CUST-f7d6cf44-8006-425c-9e4b-63f897e1c539,Carrie Berry,amiller@example.com,Monaco,PROD-9c0f6930-0bcb-401b-843f-abab2eca806f,Agency,Home,5,195.97,2026-01-28
ORD-b3b61126-576f-47d4-9346-abf44ff69cdd,CUST-88c7dc0c-32ec-4dac-8d8d-eb538eb8a6dd,Robert Sutton,nhart@example.org,Madagascar,PROD-23bce074-3312-450d-bf9a-2e0418f03592,Successful,Clothing,5,104.57,2026-01-23
ORD-cebf9cb3-f54c-4e07-9409-372f273a6ec4,CUST-e5bace08-1d1d-4b86-babc-afa71f556c41,Latasha Perez,fmullins@example.org,Spain,PROD-4e49ad00-d90d-473e-bbb0-10e0b8830ee3,Employee,Books,1,310.34,2026-01-23
ORD-5394ea4b-69bc-4ad0-8e88-3af85fc0667c,CUST-da4ab4f9-07c4-4882-9c99-6c74cad9c525,David Smith,joseph70@example.com,Comoros,PROD-526b3761-2e1f-415c-935c-523b84ab2a92,Card,Electronics,4,185.51,2026-02-13
ORD-9235992e-ecfa-4404-952d-46f3fcaa2b23,CUST-a38f4828-402a-4803-987e-55c54b19dbbe,Mr. Joshua Torres,perezjohn@example.org,Guam,PROD-e8dedcca-821b-4b35-8034-83e5340f9976,Daughter,Sports,3,172.91,2026-01-25
ORD-47a50c32-55a9-452d-b994-6413cd4e52bd,CUST-701e4cde-d255-451e-8d85-78684b044c45,Bradley Martinez,jacqueline58@example.org,Uruguay,PROD-9a73bcec-9ac7-493f-99ee-b01c289941d9,Point,Electronics,2,164.75,2026-02-01
ORD-a7dec015-aba5-4bba-ab6c-791adfbff5d9,CUST-8fd264ce-01ac-43ae-8f96-fd97128b8d05,Kimberly Wood,crystal92@example.org,Afghanistan,PROD-d94da174-6223-466a-aebf-daad913fd7de,Picture,Sports,5,273.01,2026-01-31
ORD-208885ad-1b0f-4f92-9f04-8bde1b512373,CUST-a1e36ba6-f56c-4c10-a1d5-5a6a7225c3ed,Sandra Jackson,daniellerodriguez@example.net,Czech Republic,PROD-3d867708-1a03-40f5-9f1c-db9593b2f921,Street,Home,5,56.19,2026-02-21
ORD-c635e92b-6e4e-40b3-9645-b01af1d3c847,CUST-8191ace9-4695-443e-b7bb-aed5d1f3583d,James Martin,leah50@example.net,France,PROD-4e43f7b7-eeec-4fdb-a335-c901c375b595,City,Sports,4,177.73,2026-02-01
ORD-70c81f59-caae-426c-b3c7-59237bdf7689,CUST-ca91fd42-ed71-4626-9cad-a99bf56e8761,Dr. Wayne Castillo,unorman@example.org,Estonia,PROD-f764cfb8-1cf5-4381-af04-cd6736f94379,Just,Electronics,4,364.53,2026-02-07
ORD-380510e4-f70b-499a-a4ab-49f2eab33158,CUST-7ef52265-f0cf-4e74-a1cb-b35adba80a73,Willie Walker,michaelware@example.net,Niger,PROD-02b7465d-ae75-4758-8da9-77190e5587c3,Beat,Books,5,494.76,2026-02-03
ORD-6d320369-b476-44b3-bad9-a9fc82f800e1,CUST-6557f260-a60a-4fa2-8dea-411ae22bb421,Philip Williams,riceronald@example.com,Brunei Darussalam,PROD-9b639c1c-0331-42b1-9097-a132effd0fda,Ask,Books,1,460.81,2026-02-08
ORD-bcc151e3-b792-4519-82b3-98928a26addf,CUST-bcd50022-c7d5-44b1-b0ae-0bfa119aed9d,Mrs. Amanda Sullivan,mcgrathclaudia@example.com,Bahrain,PROD-80e5e9cb-c1f8-41bf-81d6-e488a3d7cc24,Resource,Electronics,3,212.66,2026-02-15
ORD-f6dad1f2-2802-4504-92cf-ff72c908b5d1,CUST-92a099f0-60f3-4fb4-be4f-78b02e40b895,Amy Brown,kim99@example.net,Niger,PROD-c0a00096-51f0-4d84-9a5b-99111a7c9b24,Officer,Books,2,348.45,2026-02-16
ORD-c04a35a5-832c-49bd-a4c0-758bc4d78046,CUST-77e3eeff-a07d-4b53-9a73-1e43b31d9634,Kristy Lopez,rodriguezfred@example.org,French Southern Territories,PROD-b5dbdd12-6b01-46ac-bbbb-dcce8b0d9394,Threat,Home,1,256.46,2026-02-21
ORD-3c744ff7-67e7-4244-9ec1-c2b9503422c9,CUST-58c567b4-a8e5-4778-bfd0-e86a88d7040c,Brittany Morris,bpoole@example.com,Palestinian Territory,PROD-fec15f9e-c290-477d-a61d-7472ffa2069e,Month,Books,2,124.5,2026-02-06
ORD-f1d4ac39-1fc5-4553-b530-3f0b81f2e639,CUST-7e1cb774-a919-4189-b838-07f1e8bc4784,Jennifer Terry,seanrobbins@example.org,Finland,PROD-a52a98a0-bc0c-4c52-8259-c01e2ed6dc9d,Time,Sports,1,349.36,2026-02-10
ORD-90fd75e1-6240-4d0d-bfc5-4caa8dad09da,CUST-3600ef03-3e9a-48ce-a150-57dfdd5117b9,Brad Daniels,ncollins@example.org,Guam,PROD-23bc83ed-da4a-46ad-8229-19ca861ca04c,Usually,Clothing,1,300.36,2026-02-03
ORD-bd6796e6-c4ac-48e6-9056-2cfec7a09b90,CUST-433a41d7-0054-4db7-a650-bb968a7b5979,Donna Martinez,davisgregory@example.org,Ghana,PROD-cec8a914-4e2c-4258-a24c-50e97acba011,Success,Home,1,37.37,2026-02-01
ORD-3ddc7400-8329-40f9-a348-ae9c26e8d0ae,CUST-bc2da2bf-1dfe-4f1a-b430-6d9159b3d0e1,Randy Campbell Jr.,renee71@example.org,Bulgaria,PROD-069c819d-4d65-49f7-8317-4471350dc1e0,Place,Sports,1,90.06,2026-02-08
ORD-f8f53244-5fd0-4917-be73-12897b680886,CUST-dd91cdae-583f-43c4-a142-9b69eba7cf95,Julie Robertson,murraydaniel@example.com,Kazakhstan,PROD-11ca0e4a-1a4c-414c-acf4-7071b7d19978,Sell,Clothing,5,474.65,2026-02-15
ORD-8eff6d7a-57db-4af8-a234-466e0b2da5c9,CUST-134a375e-eb43-436d-89ce-e80da25d6e56,Joseph Cox,holderkatherine@example.com,Sierra Leone,PROD-4df8de9f-8b2f-4604-8f13-a57005c99164,Defense,Clothing,2,173.15,2026-02-03
ORD-9efd9890-4277-463a-9068-b6e9de93adbf,CUST-381a2809-eeb9-4267-8740-a2272313deb6,Darrell Howell,millerlaura@example.com,Denmark,PROD-1151106a-870d-42e1-982c-083f4464d5a1,Happen,Books,2,355.61,2026-01-29
ORD-2968be2a-c842-4bc5-8eda-827179d5907f,CUST-6bf4dafd-1f53-4887-9b1a-908265e39177,Monica Daniels,gkhan@example.net,Botswana,PROD-a51167be-84ce-4343-b3fc-1965ec8237ff,Need,Clothing,2,44.78,2026-02-05
ORD-287f41d2-dd94-49b8-9b6c-2a1271993064,CUST-0818799e-71c5-4c98-8b24-3741341c4063,Tanya Ryan,joseph53@example.com,Mauritius,PROD-cb28d812-258c-4f2d-a3e1-1adacb1917d3,Range,Clothing,4,323.65,2026-02-12
ORD-38b474fd-77f5-4e12-a292-ca300fb28001,CUST-4e2c99bf-1fd6-4bd2-adf9-f45415acd10c,Karen Grimes,wsullivan@example.org,Turkmenistan,PROD-2c636b1e-ef19-4e79-9148-ee0962a83ae6,Take,Clothing,2,289.63,2026-01-30
ORD-11d25924-aef5-44d9-a619-2aa8dd1f91f6,CUST-d64afee9-7311-4548-a76a-0626ffb1aadf,Christopher Simmons,thompsondarlene@example.net,Antigua and Barbuda,PROD-57900456-4ef7-4c88-ae5a-dc2484e26d64,Suffer,Electronics,5,225.46,2026-02-04
ORD-ab487d77-aa20-470c-b054-47a94a7094c4,CUST-129d5a67-7114-4279-86c7-131a49604c81,Ann Clay,swalker@example.com,Russian Federation,PROD-c5c0c885-ff34-4445-ac4a-3c1655c40d65,Window,Books,3,416.41,2026-02-09
ORD-f147ecfc-552d-4597-983b-b4c0d93b691b,CUST-bc705b4d-0e4b-442d-aad1-bc9aad64b6fe,Jaclyn Davis,wyattthomas@example.net,Guernsey,PROD-5a8016a2-6834-403b-a9f9-dada7cd657da,Tax,Sports,4,177.17,2026-02-02
ORD-69e88788-191a-45af-a6aa-2e8b63a79dbc,CUST-1ad36338-83de-49cb-85bc-a7562ea5f007,Jessica Ruiz,ramirezbrandy@example.net,Malta,PROD-105eac29-d2c6-4584-8cfd-80c585e1159a,This,Home,4,212.78,2026-01-25
ORD-a2bcfa90-a506-4df8-bc56-bbda5765e78b,CUST-b98b688f-336c-4709-9d3d-bdb858f293f6,Erik Salas,melanieward@example.org,Suriname,PROD-0a485053-0ea4-4564-875a-6ed651e5f87b,Public,Home,5,308.69,2026-01-24
ORD-0b21eacb-2246-4482-af00-20670a2a11d9,CUST-943a63e4-4a1a-4061-9d3c-9d324d8a2c6f,David Smith,zdixon@example.com,Maldives,PROD-cfe443c2-142a-4055-9220-87194459f9ba,Base,Clothing,3,75.26,2026-02-16
ORD-594da7bd-9156-40cf-a935-d7bca621e3a3,CUST-9929bdfd-8ae2-4b27-a1d1-ce42c12a6822,Matthew Lopez,jack07@example.net,Netherlands Antilles,PROD-30bef4b3-7526-410e-a2c7-bc8deb8ce5f3,Example,Clothing,5,168.36,2026-02-13
ORD-79d09238-020f-461c-ad40-c299ba788583,CUST-89d063d8-b58c-43ea-9ae0-152bdb732ad9,Carly Monroe,marvin15@example.org,Central African Republic,PROD-b49077f3-c781-47f0-8087-f9650aa97d38,Data,Clothing,2,41.18,2026-01-29
ORD-ac45d605-ccc2-443d-b2a2-ea985c170135,CUST-c3241312-5683-4a9c-a615-5ca52180e8de,Eric Gonzalez,alan55@example.org,Estonia,PROD-31d6f9d4-e56a-4907-9241-71da2b9a8b4d,Firm,Electronics,2,383.51,2026-02-05
ORD-e30b2c61-9e32-42c8-846b-3b56ee8b9b23,CUST-6fe3e927-dd68-41d9-90b7-c84337b7dc4e,Corey Allen,jill32@example.net,Mongolia,PROD-f8d12dad-0d23-4450-983f-ba35dd9d9108,Politics,Sports,4,14.29,2026-02-02
ORD-af791872-23a7-4af3-8f47-e67be2bc7e5e,CUST-4c6e9a72-c2b5-42a1-98c5-4566f65e0109,Jessica Banks,michael79@example.com,Aruba,PROD-dfdf8c5c-861a-49c5-b9b9-6684b0f224e6,Six,Home,4,320.54,2026-02-11
ORD-0fe04aa3-4acc-4da5-9014-51416fecc606,CUST-b7325cf2-612b-4588-a78f-4c007166c155,Victoria Chang,tfrancis@example.org,Nepal,PROD-28202894-3763-401a-9b22-c0c9f8106ff3,Kid,Books,4,312.49,2026-02-06
ORD-19bdabd9-954b-4f40-be9d-39613cc7ea24,CUST-3ab3fcaf-a242-40a3-9c52-f933697370a6,Randy Weeks,vincentgarza@example.com,Malaysia,PROD-fad40475-25ee-4538-94a4-230d7c7326a0,Involve,Books,3,472.22,2026-02-13
ORD-2680a2f2-3d8e-4a7e-8ad6-da7937ae32ac,CUST-85885655-fb9d-4a66-b215-896a143d1a21,Ian Hayden,markwatkins@example.org,Germany,PROD-39cf0299-05c4-49d4-8b00-3071970b0010,Full,Books,1,250.25,2026-02-08
ORD-290fed5f-15be-4b0c-9e81-a0ce3d6957f9,CUST-c822692b-f2a6-4e20-905e-cf3d4265e24d,Alexandra Dickerson,pricebrandi@example.net,Grenada,PROD-01c952d4-7d9a-4260-83a2-985a0b7e0b10,Mind,Electronics,4,465.16,2026-01-22
ORD-c01b35b3-ec37-4146-85c5-237d28431c62,CUST-a1ede89f-7a7d-49c1-a8f4-0048878ee16e,Benjamin Yates,floresnatalie@example.net,Maldives,PROD-e034b614-e238-4512-acb4-cbb2aa50c3cf,Or,Clothing,1,162.06,2026-02-05
ORD-3206d555-2852-4e40-9ef5-dc28afad9409,CUST-77e9cd59-c18f-4590-9beb-07dc569ca9e1,Edward Martin,kristinajordan@example.com,Brazil,PROD-5a5c43a0-0b00-4e32-9e86-9e79439d980b,Figure,Books,2,248.95,2026-02-02
ORD-fd33f0e3-6c34-4fb9-83b4-c315538aec7f,CUST-1110a7e3-1554-4c0a-9da9-288a02ea300a,Richard Pollard,vbarnett@example.net,Angola,PROD-fb284788-5498-4821-8f40-3624a1aaa73e,Little,Sports,4,230.64,2026-02-11
ORD-84072b86-c6a2-4cd6-aec6-b5eaa6ba076b,CUST-5127af10-bd4c-4935-9a33-4e213d0b66b4,Christopher Jones,gordonamy@example.org,Macao,PROD-69f73603-45d0-4b34-99ee-345f80dd50c5,Figure,Clothing,1,28.69,2026-01-28
ORD-eb512519-4870-431b-a180-d9c8c484a1b1,CUST-46641cd9-582a-4fe2-9c1b-0608793f3cb1,Joy Evans,jamesmcguire@example.net,Fiji,PROD-02aafc7a-83b0-4949-9a54-0c6cd9e67530,Rather,Clothing,5,430.96,2026-02-02
ORD-096cece8-8ebc-4c04-8123-bdd535524192,CUST-b0c89fbd-340f-4636-ae3b-768af0bd2e3d,Lisa Dean,casey05@example.net,Norway,PROD-4477677b-cbb2-4a28-b771-d3e07aa19dc3,Describe,Home,4,353.92,2026-02-03
ORD-fb28cc48-b509-4b99-a772-1d1e5dbf4a01,CUST-1d8461ea-a40c-4910-bbe9-8bb7f96c98e3,Mark Archer,clifford11@example.com,Comoros,PROD-ca3612f6-a481-42b1-b163-3005be39393f,Wrong,Books,1,477.91,2026-02-08
ORD-f2d8896d-e253-4b26-ab5b-27b23b054227,CUST-293e57bb-e3e7-4f4f-bd3b-2cd521b30dee,Teresa Medina,marissa43@example.net,Burundi,PROD-222f4c5f-b15f-43b6-a5d9-4514f5940494,Grow,Electronics,2,262.05,2026-02-21
ORD-2a0179e7-f8fb-4476-8179-6078dec8c02b,CUST-c5760ff4-4672-4efc-9807-1cb06091c386,Julia Nelson,rgarcia@example.org,Russian Federation,PROD-ba38eab2-7610-43a3-a4cb-47b0c2c246f1,Brother,Clothing,1,117.01,2026-02-01
ORD-46fb8fb5-cd66-4882-9831-b364cdec80e0,CUST-3e6f70dd-af34-4df6-8512-8210693986e8,Misty Maxwell,patrick73@example.net,Saint Martin,PROD-4cc70ec8-bc96-49d1-9aec-aeb044a8cf43,Available,Electronics,3,87.04,2026-01-30
ORD-4fd436a1-10d8-422e-99a1-b0ec8396a8b0,CUST-5b126ac0-2b78-4785-bda7-bd020e3c8914,Paige Collier,vsmith@example.net,Malawi,PROD-a06c8bc5-7045-4847-8194-8867ea521dac,Author,Sports,2,244.22,2026-01-26
ORD-525061ab-2b58-4fe5-bf88-f9d00dfabdb4,CUST-45d6510f-3686-450a-a80a-5a52574196ef,Gloria Johnson,ginarandall@example.org,Gabon,PROD-47062416-3789-4d1b-88e1-3b64849610c4,Kind,Books,4,240.33,2026-01-28
ORD-fbbf8b24-9096-4b43-91a9-deae894e91a8,CUST-0b47e6bc-b437-411a-915a-75c50dfcf8f2,Patrick Reed,jessica29@example.net,United Arab Emirates,PROD-222a1b70-c069-4862-84d0-e3fca2591ea1,Public,Clothing,3,229.18,2026-02-10
ORD-bd3e9f42-1078-4a0b-a9ef-150cc37c1d7b,CUST-b797f5cf-340a-4d5c-ad96-6a9d8645c86a,Lauren Walters,aprilmartin@example.net,Antarctica (the territory South of 60 deg S),PROD-1f8d9344-e3e5-4a0e-a2b3-2dba9b739eee,Probably,Books,2,382.06,2026-01-30
ORD-b8ffbbc8-5513-4617-b2f7-e3940ae185ef,CUST-3e29d058-0ab7-4873-b155-4a9cf47a243e,Brandon West,ashleyballard@example.net,Angola,PROD-353daa4e-97f2-4b42-838f-633e45d734f7,Window,Clothing,2,427.48,2026-02-14
ORD-8ee3a396-dd2e-4965-a861-730dd857f02d,CUST-2562c621-74fb-4145-98d8-8762677fc31a,Jason Berry,smithchristine@example.com,Sao Tome and Principe,PROD-35bf36c6-afa8-4db0-9ef1-db9e997db19e,Sea,Sports,4,440.2,2026-01-29
ORD-2c8406a5-98cc-43b6-b9f2-c1eef99186bd,CUST-4e865f3b-8e62-4e1e-bd5d-7eba25057f02,Eddie Tanner,pevans@example.com,Nigeria,PROD-9d225a3b-638d-4a19-9264-17aaf3f4c0d8,Right,Books,1,160.97,2026-02-16
ORD-0360660d-e2a6-4112-bf64-fd057b5a7822,CUST-8475442a-fcd2-4fd8-81a5-18efd7e10dae,Troy Jones,gordonanthony@example.net,Malawi,PROD-0a75ff50-e487-4ee7-8881-5d41a6732368,Science,Home,2,167.61,2026-02-16
ORD-fcf027f9-e001-4ed5-b1b0-db80036c9490,CUST-a214c464-f750-405e-96a8-f8e462642e38,Kristin Byrd,zdiaz@example.com,Angola,PROD-8ba5a71d-91b0-44e8-99cc-596e98c1957e,Measure,Books,5,106.75,2026-02-17
ORD-c80a8161-44d2-4e5a-baa9-79be4c32972e,CUST-e57f9a02-f653-4cdd-be48-c9fa881d7850,Sarah King,dking@example.net,Botswana,PROD-e088f6e4-0dbf-4d67-9447-683a4c02a760,Whether,Electronics,4,462.12,2026-02-06
ORD-5878bd36-ac36-4a59-aeda-da765d0f25a5,CUST-7bc53622-ae94-4188-bb50-489679a4ee44,Laura Knox,kingsusan@example.com,Portugal,PROD-71b62cb8-8b38-4341-a183-da9dbe042cde,Degree,Home,5,12.72,2026-02-04
ORD-eec4330e-5d3e-4cc7-a8e5-e0b33e9da68e,CUST-6153110c-0b9e-4183-badb-5f1610ac006f,Valerie Powell,lisahahn@example.net,French Guiana,PROD-73a63858-fe62-4521-bcf2-0dc6743d7ac5,Hard,Electronics,3,398.01,2026-01-30
ORD-2d0fff82-53df-465a-9454-34207e3faf10,CUST-280c4528-3206-4037-96db-01388a79a9d0,Suzanne Wright,krichardson@example.net,United States Virgin Islands,PROD-a40cf630-d4a4-47ac-ba07-0831c656f56d,Traditional,Books,2,438.63,2026-01-31
