order_code,customer_code,customer_name,email,country,product_code,product_name,category,quantity,unit_price,order_date
ORD-dce03f7c-f05c-4202-8d5e-b8519d000ab3,CUST-2b34b901-9eae-4c8e-9cc1-a1bb008b9193,Daniel Jones,christopherhill@example.com,Nauru,PROD-372d6c7a-b44c-4008-b7c6-daa92032ec41,West,Sports,1,15.14,2026-02-05
ORD-6cab9858-c572-47b2-ab43-d114ee9ea35c,CUST-ca659df1-80b8-4336-ac62-fb6820d5da22,Elizabeth Ingram,smithdwayne@example.com,Greece,PROD-24e83092-e4dc-445d-80a4-1d659ad300f5,Beat,Clothing,1,271.04,2026-02-01
ORD-2524a0f4-7be1-4bae-a35d-bff29cf5b233,CUST-c79378ad-ffed-4aeb-a635-30a94cc3f40c,Robert Miller,cmiller@example.org,Panama,PROD-6091d5f6-da58-4f18-8e28-76279d967699,Box,Books,5,231.99,2026-01-27
ORD-8035c15c-dae4-4eab-bb08-e7cc34c1dfbf,CUST-e0e54423-36d8-4952-aba2-316369e6b593,Eric Greer,peterreed@example.com,Anguilla,PROD-16f6ace1-e37e-4159-9671-3b7877e37e10,He,Clothing,2,194.27,2026-01-31
ORD-289439f0-72b4-40eb-8a1f-7b431b33f922,CUST-1ec5cca0-eba2-4469-ac1e-421de395b14d,Jeffrey Silva,andrew63@example.org,Mongolia,PROD-b800d8f8-8992-4101-8dd8-5b3a54cb6b52,Price,Sports,3,367.21,2026-02-10
ORD-5bad782a-2aac-45a5-9df4-dffb442f13a1,CUST-483c9845-6fe5-4080-9c1f-7f0a7fd1223a,Justin Sharp,bradley36@example.com,Mayotte,PROD-08aee7e8-6a16-4573-b01d-f6d1ee6a35ec,Bank,Sports,4,18.85,2026-02-17
ORD-c548d5e8-8dc6-4a4e-a5a0-faba20dbbab1,CUST-c3268e5f-5306-4009-8439-b7a573a0dec6,Jessica Davis,sharon32@example.com,Liechtenstein,PROD-e9445c1b-f323-4140-99bb-7b00f678ae4e,Modern,Books,2,299.83,2026-02-01
ORD-2533de9f-10f0-4c6f-96d4-0124fabec1ce,CUST-678758d5-7f26-4a88-81ad-e29d9122f414,Robin Jenkins,matthewsshane@example.net,Jersey,PROD-44743987-d2ac-43ad-8a38-409da2b54298,Great,Sports,1,487.49,2026-02-22
ORD-fb3c18c6-8111-436f-958a-2422c7bfad22,CUST-04d92995-914a-40d2-a872-1af108d108e1,Rodney Smith,npeck@example.net,Chad,PROD-81df98fd-faf4-45c4-b2cd-f753421d582c,Several,Home,2,409.84,2026-01-29
ORD-cd7531ce-7733-4843-a7f7-58fd41c9f7b8,CUST-1decc436-2bde-4d43-b237-0be0c4aa029d,Frederick Garrison,daniel85@example.org,Armenia,PROD-5873dcd0-5e05-426d-8116-79611f13e65f,Exactly,Clothing,5,424.32,2026-02-10
ORD-47e51010-ac03-4e25-b882-d097b9e293ff,CUST-85c7b7a1-2b01-49d9-b6dd-4c8067cbb74b,Monica Bautista,juan90@example.net,Svalbard & Jan Mayen Islands,PROD-323c26c6-6919-454a-850e-4dd60af9f180,Young,Clothing,1,306.11,2026-02-03
ORD-86618b87-efd6-4586-a7b9-797e01cbca1d,CUST-59eb1824-6e9d-4476-a5db-ab5845ca53c0,Cody Hensley,lisamorrison@example.org,Tajikistan,PROD-b7ab1764-fe83-46c7-adcf-c3b57428aea4,Dinner,Clothing,4,373.58,2026-02-02
ORD-f629bc55-5837-4f40-95c7-e5fac2e48431,CUST-599c24fb-3739-40d5-b838-5694b21bdaea,Lori Sherman,xnelson@example.net,Cote d'Ivoire,PROD-7cfd2936-8fa9-4897-bfe4-73280d67bb1b,Total,Electronics,4,423.06,2026-02-23
ORD-45a15f34-d130-4aa0-a3ae-e422c4da9772,CUST-14686f32-f9e1-49b5-ae73-c6f0ba435083,Brad Barrett,jane31@example.com,Nigeria,PROD-6cdaaa89-4346-40b1-a1f9-604fa145f9cd,These,Sports,2,318.2,2026-01-26
ORD-bff7ec23-7cca-4317-9470-4071bb927573,CUST-6dd4e345-6a17-4b91-9b93-1520b68cc8cf,Christopher Cook,kgonzalez@example.com,Lebanon,PROD-f9932dca-7877-4d9d-9c30-dccccbe8f7dd,Rise,Clothing,3,321.08,2026-02-07
ORD-4d14fe6c-2aa8-49fb-a7dd-7dd7615b3761,CUST-d0a4fc46-d795-444d-946d-9d6ac42e9e80,Connie Mahoney,rreid@example.com,Northern Mariana Islands,PROD-d3fa966c-52c3-4548-8a75-7a957252e386,Child,Electronics,3,235.45,2026-02-17
ORD-b294b19d-ae5f-454f-9d45-ce85dac30bf2,CUST-03383704-21df-4385-9eab-668a3cedd1c3,Kevin Taylor,christianparker@example.net,Puerto Rico,PROD-c9a109a9-af13-4e6b-b46b-2e5b1a691d24,Family,Electronics,1,424.37,2026-02-17
ORD-4e3041d8-157b-4c59-b49b-4b15cee5c836,CUST-b74a50e3-c318-4505-ba6f-d5e35d33be82,Thomas Rodgers,alexandraerickson@example.org,New Caledonia,PROD-c0668c2f-8c8d-4c38-bcab-b3ab85e7cc80,Pick,Books,3,347.58,2026-02-23
ORD-211b2104-8c0b-43cd-8db8-08c9d38c4b90,CUST-9597094b-7f3a-4bed-925f-1c836ee7cad2,Diana Gray,nicholstim@example.com,Togo,PROD-df2a3ae9-ddcb-497c-aa22-6808cf9d6c5a,Water,Home,4,143.63,2026-02-11
ORD-f416e827-54f3-4273-81fc-90502148621a,CUST-857d2f64-a199-4f2b-a4fe-35460560eadc,Teresa Williams,laura28@example.com,Lebanon,PROD-c226a5f3-921d-4cb1-ba3f-e5a24c6d6be4,Others,Home,4,310.38,2026-02-13
ORD-25ea5279-8abe-4b40-a358-9527687cdd36,CUST-0177c8c6-670c-4bdd-a4c4-e83b395bf96f,Curtis Mueller,michael97@example.net,Montserrat,PROD-b5a00453-391a-4b16-9318-996278e934f3,Federal,Books,2,132.65,2026-01-27
ORD-99490e9a-0a48-46ed-bc31-bfa2ef9c9c9a,CUST-eb9f946f-e597-4056-a1e9-dbaec5f6c321,Hannah Rich,allisongonzalez@example.org,Solomon Islands,PROD-1b52850b-41a5-45f9-af82-0b2ed3aa3aab,Thank,Sports,4,190.95,2026-02-03
ORD-c1ec6834-6c49-48c2-ac68-8b58d5cdca8d,CUST-9004baa9-79ca-45d5-ae02-a990a12685c1,Kristina Hansen,christinagonzalez@example.org,Poland,PROD-20cee0f4-31bc-465b-8ca2-7268277338ed,American,Home,2,322.44,2026-01-24
ORD-70ea31ce-9e40-481d-babf-243acf3dcee1,CUST-3a9cce94-f5f2-4e54-82bc-b52e3701e50e,Kyle Crawford,megan60@example.org,Sri Lanka,PROD-2c7d0ef3-2c3f-4a2d-a381-bf982f02ea5e,Participant,Clothing,3,103.1,2026-02-12
ORD-3dce3879-debe-4da9-ab34-f62489f9dd1c,CUST-5c128bdb-bc56-4514-ac34-3b70cb3a7056,Cristina Williams,bnewton@example.net,Guadeloupe,PROD-9da4d847-dfba-4509-94e0-dbc25087a8b4,Over,Clothing,4,482.19,2026-02-14
ORD-557bc4e7-7499-4e11-b2ec-172dee571e7d,CUST-3d0d0cc2-e745-4392-9758-bea0d8289c35,Katherine Nelson,christina51@example.com,Chad,PROD-3f56e6c8-f487-4eb6-9a6d-21b1460a9571,Section,Books,4,191.74,2026-02-02
ORD-b7c4f27b-ae40-461a-a682-8200ed0d9a17,CUST-b253cf39-c910-460c-94c6-c34e53e0614d,Adrian Thomas,rosemariah@example.com,Sudan,PROD-3282a9e0-fd30-4494-a526-092ee7a4ca1a,Buy,Home,3,352.27,2026-02-07
ORD-989c9bf9-866e-4141-971d-15c1f7fe9874,CUST-8c10fff4-25f2-4a08-a5f4-2c4cad91e87f,Judy Johnson,mcgeelisa@example.com,Latvia,PROD-00b37fd1-f7a4-4b07-9f92-82b4c884fc1c,Recent,Clothing,2,419.22,2026-01-26
ORD-3188f4a8-03ea-4d2e-9ff7-9602c59374a2,CUST-fc09ee26-e488-4e94-b692-be826c842ca0,Tammy Dean,xjones@example.org,Kazakhstan,PROD-cea51112-53f0-4927-830b-a4744d292cca,Run,Sports,3,103.7,2026-02-19
ORD-b6944ea2-324a-41be-9654-e12f39591521,CUST-0f059caa-c317-4341-a484-7bc98933e4c2,Erica Brown,dale48@example.net,Australia,PROD-2c484de2-9672-4ee0-b675-b3a20f188d64,Gun,Home,3,291.41,2026-02-08
ORD-b5750206-31db-4dbf-868b-50d8c2b1d933,CUST-6ffca621-e6b4-47d3-a629-8e5db6b7b861,Sarah Good,xhenderson@example.org,Gabon,PROD-a54d4777-7da2-433f-8430-cadbd794e6a2,Generation,Books,2,229.63,2026-01-29
ORD-ad02dea1-2f79-4244-a0e0-6d1aac39594e,CUST-3f793668-5d51-4583-b479-89b460f44421,John Powers,pamelaberry@example.org,Wallis and Futuna,PROD-999f36dd-d16a-4228-b9d5-764efe96fefd,Exist,Clothing,5,354.52,2026-02-03
ORD-cdce167e-b578-4a43-8377-9ef0f5e8b9ed,CUST-4d12e2d7-2c16-4e82-a0a8-9cfedcd7e8cd,Sean Reid,sean42@example.org,Belarus,PROD-4bd46b34-c760-4d2e-9f96-7a8edc2bd0b6,Find,Electronics,4,226.04,2026-02-05
ORD-f8bda7ac-0670-46ec-9c4b-37871fe3f8b5,CUST-db7fb3c7-323f-41a3-9fa7-4720bec27c65,Rachel Fox,martinbryan@example.com,Mayotte,PROD-387b3451-4139-4997-9d6a-de1d3916e668,Tough,Home,5,40.5,2026-02-04
ORD-d89a5090-f29c-4543-a865-b4aaa766f3cb,CUST-907de348-e373-4580-9482-0c21f1d77cc0,Angela Gonzalez,lambertjames@example.net,New Caledonia,PROD-b10e7bf5-a9e3-4b38-900f-1bf7cc36bc76,Financial,Electronics,3,365.97,2026-02-11
ORD-ec722050-1e77-4f9d-87cd-6e84e7a243e6,CUST-6df6e6dd-b2a2-49a6-9f35-958203aced3f,Mary Crosby,jeffrey27@example.org,Ireland,PROD-d92b3247-64d4-4c05-a939-a78b0d2ee793,Few,Clothing,2,52.44,2026-02-19
ORD-e67c8595-beb1-408a-b085-28c1bbb8731d,CUST-93bf9e45-3dab-451a-99d8-fbd798405805,Rebecca Miller,smithcheryl@example.com,Cambodia,PROD-be360489-b23d-4e6b-81f8-e9020bc4157b,Challenge,Home,1,467.87,2026-02-10
ORD-c245c319-69a6-4d9f-97b5-cf9b00ae0be4,CUST-b31a8865-89cc-482c-88d9-e43feb529c48,Alex Ramirez,gonzalezjanet@example.com,Mayotte,PROD-9d2735d9-1b8f-4732-9a19-005678342fa3,Accept,Books,5,391.44,2026-01-25
ORD-bf6317c4-436f-40de-af7d-dd7f893b9807,CUST-2c0adeea-6309-4aa5-878d-7760ff4dc95c,Christopher Rivera,ischultz@example.net,Ecuador,PROD-6d36b8d4-7eac-4ae5-9b4e-a15bc8e789bb,Arm,Clothing,5,317.7,2026-02-03
ORD-575422fb-24f2-47ac-b26e-f4f50249a407,CUST-00c0bfd4-6fa6-408c-99e7-6b12554f7f72,Linda Henderson,ruthspence@example.com,Philippines,PROD-3296236e-2078-43ee-9ba6-a465f4b2002f,Small,Clothing,1,490.11,2026-01-24
ORD-7a662fd6-51b6-4baf-833d-764361eb8fed,CUST-3a5a5db9-7561-42f2-bd62-9c2188eb0c81,Blake Harmon,angelaconrad@example.org,Pitcairn Islands,PROD-04ebe32a-3142-44bf-abb9-db4a805b72be,Character,Books,1,439.89,2026-02-22
ORD-60093fb7-c5e1-495c-8cbb-892914f7e04a,CUST-09d6b0ac-bd6c-4f41-b0d9-eb98568246da,Anna Coleman,nmartinez@example.org,Malaysia,PROD-5b12dc8a-b747-4825-88b3-93815717e6b7,Idea,Electronics,4,345.41,2026-01-24
ORD-2e4eecde-0430-4fe4-ae60-2c80ca4e5d4f,CUST-f7d0cf41-aea5-43d6-8939-1d1d3b19211b,Tristan Morales,bjohnson@example.com,Central African Republic,PROD-8d166ac5-e766-4392-8dd7-c7b34dcadb35,Something,Home,4,392.35,2026-02-08
ORD-d824ae01-d0fd-4f06-836e-dcd725068169,CUST-8bd4aa3c-e245-450b-ab8f-39bddb42d641,Alexandra Farmer,qgutierrez@example.org,Honduras,PROD-4ac026a4-4218-4b8c-bc92-b29e0e20df8a,International,Sports,1,355.94,2026-01-28
ORD-352c60d7-81d7-4047-b496-d014caf1d46b,CUST-3cd38ea6-443e-43db-9241-b8f78e8961d6,Tiffany White,qfox@example.org,Guyana,PROD-38473bb5-5bb7-4140-a975-150d8def1b11,Camera,Clothing,1,343.79,2026-02-08
ORD-1ab4a803-8360-4ff7-b4b6-ae5ae7bcb05b,CUST-2f2dce7b-94fe-4050-9e61-451a4db1a906,James Rowland,xvasquez@example.com,San Marino,PROD-c367d6bf-bb60-46be-abdc-99e4e6993e0d,Grow,Clothing,4,222.67,2026-01-26
ORD-8b87f272-a11a-41a5-ae0e-8664abf30f44,CUST-e5f78370-2a6a-49b4-942a-d72160966577,John Herring,kbenson@example.org,Mali,PROD-5615049f-2288-4f42-9410-eae34c299d0b,Program,Books,4,335.05,2026-02-02
ORD-967b2048-a913-4dc9-9c70-7261282488b1,CUST-56417e17-e2e2-4023-9c34-98f2e85e2fee,Jamie Butler,moraleserika@example.net,India,PROD-94a84c70-ab9f-4928-88ff-f3328e5cb8ac,Care,Home,4,259.13,2026-02-01
ORD-1336163d-964d-4f6d-9751-527413534bfc,CUST-79cde420-950c-4995-8f7f-aec0e756987c,Ryan Perry,rodriguezemily@example.com,Egypt,PROD-1f2e4f51-3dee-46c8-aa46-6eb580954149,Knowledge,Electronics,1,450.34,2026-01-27
ORD-13fc7ba9-2b6a-4797-a151-d46b4d5462ad,CUST-8b87104f-a4bd-4038-a4c6-3756420eaed3,Pamela Reese,masonbrandon@example.com,Isle of Man,PROD-e15528d8-5fa3-4dac-8771-efa841015207,Ago,Sports,2,388.46,2026-02-06
ORD-61b2cb13-e085-467d-b64d-102006dd93f4,CUST-943236a6-adee-4e2a-81cc-5ada1c24b688,Joseph Lewis,zdavis@example.net,Papua New Guinea,PROD-1463dfac-3c0c-4cfc-ad01-4c8574fc4c37,Enough,Sports,1,73.5,2026-02-05
ORD-db04b8da-2c3d-4ed3-8b93-01036d39527c,CUST-f32376d5-ed7b-4132-b3b2-d8760c794608,Laura Ayala,urodriguez@example.net,Aruba,PROD-a5a21f81-2786-4737-82e1-8e0c451e0f8b,Go,Home,2,274.39,2026-02-05
ORD-08f8d1cc-d2bd-4ca5-8359-84bd04a294e8,CUST-8171ffd4-ce1a-4a51-8906-92b3a6234440,Sara Mcbride,angelagarcia@example.net,Madagascar,PROD-70e6e394-b1f6-49a7-8968-41ce97940135,Say,Home,5,73.35,2026-02-19
ORD-132a2bd0-42ea-4bf5-8406-4a0f74f3398e,CUST-3758678c-d4ea-4fc3-9ba8-2272a5d4725e,Benjamin Carroll,youngkathryn@example.org,Saint Helena,PROD-4c499029-445b-4785-a091-cd340c547767,Letter,Home,3,433.56,2026-02-05
ORD-be274abe-ce31-482a-beb3-f90c55ee2ba3,CUST-75e6c671-e482-4f22-b00c-8b924b065a45,Jason Brown,seanpeterson@example.com,Aruba,PROD-d6a53e13-78a3-4d03-b6cc-d93cbd08e517,Congress,Home,2,221.1,2026-02-05
ORD-24a95d26-3590-4732-b922-eecd1a067bd3,CUST-bcf70b1f-2afe-41d8-9413-276410f83640,Kristine Wallace MD,fmoss@example.net,Macao,PROD-6a645a79-b6cc-4298-8734-4d043fe40f09,Along,Books,5,236.42,2026-02-19
ORD-722a3145-ddac-48c2-b146-f1c439f08850,CUST-1267fd7d-2ba9-4f64-afff-d0109c09216f,Stephen Wells,rmullen@example.net,Montenegro,PROD-0d713730-7c1c-4bb3-ab21-dcc4cee5ed6f,Prove,Clothing,4,165.07,2026-01-29
ORD-585a00e3-ab3f-428e-a6ec-7cb2a30b79aa,CUST-49461ffd-a833-4ca0-a0d5-d36dd3f87e58,Kenneth Hernandez,usexton@example.net,Belize,PROD-2288c6ef-417d-43e9-93d0-c1532a9d1b4d,Ask,Sports,1,155.84,2026-02-23
ORD-0a2ab044-f981-4757-a4c9-a1d9ca309e09,CUST-290985be-00ff-4bb3-9c01-89d5fd6a1e9f,Theresa Rodriguez,murphyscott@example.net,Western Sahara,PROD-b3955802-db03-4424-884b-e724f016aff8,Manage,Books,5,451.44,2026-01-30
ORD-02d92318-1e37-440c-9ac6-c36e8acd90ac,CUST-a678e772-a1c0-44d8-8035-bfd0a5accb21,Stephen Jones,wolfetravis@example.com,Jersey,PROD-d2bbbd19-7200-4a6b-bc14-01d8f69fa6b0,Accept,Home,4,196.52,2026-01-25
ORD-cdbd3b9d-209a-46c1-bfb5-7e4015eebc53,CUST-4285d3c1-4caa-4e2c-aa00-2327d87eb4cb,Steven Fernandez,stokesthomas@example.org,Equatorial Guinea,PROD-f82f8d75-00d1-452f-8454-d468f1ee6254,Program,Books,1,318.07,2026-01-26
ORD-b6b1b492-f624-4158-b790-93715c135fc8,CUST-b7c5904d-50fe-408d-9e58-336b35d1c5ca,Sara Cole,wagnerrichard@example.org,Korea,PROD-26cc15a1-512d-4962-984e-96436267e415,Many,Home,3,29.61,2026-02-23
ORD-84c56083-c043-41ee-a33b-f2ec871e7814,CUST-3892b7a2-844f-4af9-b085-d2ad37ed492b,Jasmine Ross,savannah68@example.net,Belgium,PROD-6032600d-7b33-44e4-a25c-d9543971f532,You,Books,5,291.25,2026-02-10
ORD-cb8fd980-07f9-436f-81b3-c5e3de82ea77,CUST-3c575007-76ea-4e88-8fa4-fa3810d8bb9d,Rose Alexander,harrisonthomas@example.org,Malawi,PROD-35290768-aacc-462a-8616-9e2a92152d39,Water,Books,1,95.53,2026-02-18
